id,name,region,category
3213,Clear Surface Room 20 Skull,Olympus,room_weapon_clear
3214,Clear Surface Room 21 Skull,Olympus,room_weapon_clear
3215,Clear Surface Room 22 Skull,Olympus,room_weapon_clear
3216,Clear Surface Room 23 Skull,Olympus,room_weapon_clear
3217,Clear Surface Room 24 Skull,Olympus,room_weapon_clear
3218,Clear Surface Room 25 Skull,Olympus,room_weapon_clear
3219,Clear Surface Room 26 Skull,Olympus,room_weapon_clear
3220,Clear Surface Room 27 Skull,Olympus,room_weapon_clear
3221,Clear Surface Room 28 Skull,Olympus,room_weapon_clear
3222,Clear Surface Room 29 Skull,Olympus,room_weapon_clear
3223,Clear Surface Room 30 Skull,Summit,room_weapon_clear
3224,Clear Surface Room 31 Skull,Summit,room_weapon_clear
3225,Clear Surface Room 32 Skull,Summit,room_weapon_clear
3226,Clear Surface Room 33 Skull,Summit,room_weapon_clear
3227,Clear Surface Room 34 Skull,Summit,room_weapon_clear
3228,Clear Surface Room 35 Skull,Summit,room_weapon_clear
3229,Clear Surface Room 36 Skull,Summit,room_weapon_clear
3230,Clear Underworld Room 01 Coat,Erebus,room_weapon_clear
3231,Clear Underworld Room 02 Coat,Erebus,room_weapon_clear
3232,Clear Underworld Room 03 Coat,Erebus,room_weapon_clear
3233,Clear Underworld Room 04 Coat,Erebus,room_weapon_clear
3234,Clear Underworld Room 05 Coat,Erebus,room_weapon_clear
3235,Clear Underworld Room 06 Coat,Erebus,room_weapon_clear
3236,Clear Underworld Room 07 Coat,Erebus,room_weapon_clear
3237,Clear Underworld Room 08 Coat,Erebus,room_weapon_clear
3238,Clear Underworld Room 09 Coat,Erebus,room_weapon_clear
3239,Clear Underworld Room 10 Coat,Erebus,room_weapon_clear
3240,Clear Underworld Room 11 Coat,Erebus,room_weapon_clear
3241,Clear Underworld Room 12 Coat,Oceanus,room_weapon_clear
3242,Clear Underworld Room 13 Coat,Oceanus,room_weapon_clear
3243,Clear Underworld Room 14 Coat,Oceanus,room_weapon_clear
3244,Clear Underworld Room 15 Coat,Oceanus,room_weapon_clear
3245,Clear Underworld Room 16 Coat,Oceanus,room_weapon_clear
3246,Clear Underworld Room 17 Coat,Oceanus,room_weapon_clear
3247,Clear Underworld Room 18 Coat,Oceanus,room_weapon_clear
3248,Clear Underworld Room 19 Coat,Oceanus,room_weapon_clear
3249,Clear Underworld Room 20 Coat,Oceanus,room_weapon_clear
3250,Clear Underworld Room 21 Coat,Fields,room_weapon_clear
3251,Clear Underworld Room 22 Coat,Fields,room_weapon_clear
3252,Clear Underworld Room 23 Coat,Fields,room_weapon_clear
3253,Clear Underworld Room 24 Coat,Fields,room_weapon_clear
3254,Clear Underworld Room 25 Coat,Fields,room_weapon_clear
3255,Clear Underworld Room 26 Coat,Tartarus,room_weapon_clear
3256,Clear Underworld Room 27 Coat,Tartarus,room_weapon_clear
3257,Clear Underworld Room 28 Coat,Tartarus,room_weapon_clear
3258,Clear Underworld Room 29 Coat,Tartarus,room_weapon_clear
3259,Clear Underworld Room 30 Coat,Tartarus,room_weapon_clear
3260,Clear Underworld Room 31 Coat,Tartarus,room_weapon_clear
3261,Clear Underworld Room 32 Coat,Tartarus,room_weapon_clear
3262,Clear Underworld Room 33 Coat,Tartarus,room_weapon_clear
3263,Clear Underworld Room 34 Coat,Tartarus,room_weapon_clear
3264,Clear Underworld Room 35 Coat,Tartarus,room_weapon_clear
3265,Clear Underworld Room 36 Coat,Tartarus,room_weapon_clear
3266,Clear Underworld Room 37 Coat,Tartarus,room_weapon_clear
3267,Clear Underworld Room 38 Coat,Tartarus,room_weapon_clear
3268,Clear Underworld Room 39 Coat,Tartarus,room_weapon_clear
3269,Clear Underworld Room 40 Coat,Tartarus,room_weapon_clear
3270,Clear Surface Room 01 Coat,Ephyra,room_weapon_clear
3271,Clear Surface Room 02 Coat,Ephyra,room_weapon_clear
3272,Clear Surface Room 03 Coat,Ephyra,room_weapon_clear
3273,Clear Surface Room 04 Coat,Ephyra,room_weapon_clear
3274,Clear Surface Room 05 Coat,Ephyra,room_weapon_clear
3275,Clear Surface Room 06 Coat,Ephyra,room_weapon_clear
3276,Clear Surface Room 07 Coat,Ephyra,room_weapon_clear
3277,Clear Surface Room 08 Coat,Ephyra,room_weapon_clear
3278,Clear Surface Room 09 Coat,Ephyra,room_weapon_clear
3279,Clear Surface Room 10 Coat,Ephyra,room_weapon_clear
3280,Clear Surface Room 11 Coat,Ephyra,room_weapon_clear
3281,Clear Surface Room 12 Coat,Thessaly,room_weapon_clear
3282,Clear Surface Room 13 Coat,Thessaly,room_weapon_clear
3283,Clear Surface Room 14 Coat,Thessaly,room_weapon_clear
3284,Clear Surface Room 15 Coat,Thessaly,room_weapon_clear
3285,Clear Surface Room 16 Coat,Thessaly,room_weapon_clear
3286,Clear Surface Room 17 Coat,Thessaly,room_weapon_clear
3287,Clear Surface Room 18 Coat,Thessaly,room_weapon_clear
3288,Clear Surface Room 19 Coat,Thessaly,room_weapon_clear
3289,Clear Surface Room 20 Coat,Olympus,room_weapon_clear
3290,Clear Surface Room 21 Coat,Olympus,room_weapon_clear
3291,Clear Surface Room 22 Coat,Olympus,room_weapon_clear
3292,Clear Surface Room 23 Coat,Olympus,room_weapon_clear
3293,Clear Surface Room 24 Coat,Olympus,room_weapon_clear
3294,Clear Surface Room 25 Coat,Olympus,room_weapon_clear
3295,Clear Surface Room 26 Coat,Olympus,room_weapon_clear
3296,Clear Surface Room 27 Coat,Olympus,room_weapon_clear
3297,Clear Surface Room 28 Coat,Olympus,room_weapon_clear
3298,Clear Surface Room 29 Coat,Olympus,room_weapon_clear
3299,Clear Surface Room 30 Coat,Summit,room_weapon_clear
3300,Clear Surface Room 31 Coat,Summit,room_weapon_clear
3301,Clear Surface Room 32 Coat,Summit,room_weapon_clear
3302,Clear Surface Room 33 Coat,Summit,room_weapon_clear
3303,Clear Surface Room 34 Coat,Summit,room_weapon_clear
3304,Clear Surface Room 35 Coat,Summit,room_weapon_clear
3305,Clear Surface Room 36 Coat,Summit,room_weapon_clear
